评论,向量
"紧张 还好 阴性 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"广东 加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新增 加油 越来越 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0.025895780715111182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"广东 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"好消息 唯一 一例 境外 输入 抱抱 广东 宝贝 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.018049281555689307 0 0 0 0.015570406594077532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 疫情 早日 结束 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0.029509972732508452 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013383454984517366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"庆幸 出生 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"挺住 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"广东 加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"监狱看守 解封 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新冠 办法 欧美 朋友 
",0.16531866949539042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"病毒 战争 迎来 拐点 走到 终点 找到 起点 特朗普 身上 找到 笑 
",0 0 0 0 0.05889539971424649 0 -0.05275712502635398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新冠 肺炎 感觉 人类 冷落 
",0.16531866949539042 0 0.10867707337013345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"米国 消息 奇怪 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"数字 感觉 医院 爆棚 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188599884747706 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"惊讶 着急 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新冠 病毒 示威 感觉 热 搜 地位 威胁 
",0.16531866949539042 0 0 0 0 0 -0.047528941465183765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"变相 人口 清洗 计划 择优 选择 人口 借此 清洗 淘汰 掉 一批 身体素质 低下 没脑子 劣质品 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新冠天 瞧瞧 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"神 阿门 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"口罩 戴 整齐 
",0 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"国运 不济 天意 不可违 气数已尽 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"为啥 带 口罩 遮脸 正义 
",0 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"喜闻乐见 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"末代 总统 特朗普 
",0 0 0 0 0.05889539971424649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"疫情 肯定 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"工作者 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.018245634692329354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"英雄 城市 人民 鄙视 对待 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017127858854692053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01152888006620975 0 0 0 0 0 0 0 0 0 
"湖北 人为 疫情 全民 核酸 检测 赢得 地区 同胞 给予 信任 希望 率先 给予 湖北 信任 
",0 0.13540761705147766 0 0 0 0 0 0.03750479119952493 0 0 0 0 0.02779467667595555 0.03782264110786295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"恩恩好 高贵 首都 口号 而活 善待 湖北 口号 做起 骄傲 自豪 加油 湖北 加油 英雄 城市 发完 这条 赶紧 湖北 籍 实行 封锁 套路 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0.012213492896744772 0 0 0 0 0 0 0 0 0 
"恭喜 恭喜 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"湖北 进出 自由 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"湖北 进京 核酸 检测 替代 隔离 
",0 0 0 0 0 0 0 0.03750479119952493 0 -0.037590115281848475 0 0 0.02779467667595555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"发来 贺电 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"取消 湖北 籍 进京 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"恭喜 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请 祖国 放心 出个 劲 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"澳大利亚 仇视 华人 新冠 关系 
",0.16531866949539042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这时候 国外 几个 地方 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"去不去 祖国 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"呆 在家 挺 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"国内 游赏 祖国 大好河山 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"号称 自由 平等 博爱 国家 虚伪 至极 平时 谈 博爱 出点 马上 翻脸 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"澳洲 封国 留学生 回别 想 洗洗 睡 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"居然 用到 切勿 词 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"澳大利亚 华人 保护 举措 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"湖北 在外 就业 依旧 困难重重 希望 国家 管管 企业 收 湖北 现象 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0.029321048451250394 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"湖北 加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"恩恩好 高贵 首都 口号 而活 善待 湖北 口号 做起 骄傲 自豪 加油 湖北 加油 英雄 城市 编们 发完 这条 微博 赶紧 湖北 籍 实行 封锁 套路 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0.012337967956842048 0 0 0 0 0 0 0 0 0 
"返京 隔离 好多 地方 湖北 隔离 明明 
",0 0 0 0 0 0 0 0 0 -0.03356260293022185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"人去 湖北 回来 不用 隔离 湖北 人去 隔离 湖北 人去 地方 不用 隔离 地方 湖北 不用 隔离 湖北 买 机票 地方 买 机票 回 湖北 湖北 至今 只能 专列 尼玛 懒 政和 搞 
",0 0 0 0 0 0 0 0 0 -0.03356260293022185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"火车 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 歧视 防控 意识 别人 添麻烦 意识 
",0 0 0 0 0 0 0 0 0.035344310388709915 0 0 0 0 0.02743180563866983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"全国 人民 喜欢 数字 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0183298787484029 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"带头 搞 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"怀疑 媒体 还会 关心 疫情 数据 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"做人 做事 堂堂正正 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"做人 做事 做好 内事 言出必行 堂堂正正 辛苦 得与失 我爱你 加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.01629074526100835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"声音 世界 听到 成绩 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"抗击 疫情 付出 努力 值得称赞 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"世界 抗击 疫情 付出 努力 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"世界 付出 贡献 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"解除 湖北 返京 隔离 
",0 0 0 0 0 0 0 0 0 -0.03356260293022185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"世界 抗击 疫情 付出 努力 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"关注 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01055668965344246 0 
"尾灯 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"临近 大选 特朗普 离谱 
",0 0 0 0 0.05889539971424649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"看着 暴乱 疫情 咯 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"数字 增长 不算什么 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"老天爷 看不下去 国旗 撕 两半 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"己经 生者 加油 逝者 安息 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"地主 抢 地主 抢 加倍 加倍 超级 加倍 明牌 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"特朗普 铁丝网 推特 掩体 军队 
",0 0 0 0 0.05889539971424649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"人命 儿戏 疯子 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"傲慢 偏见 浅薄 幼稚 只能 一步步 走向 深渊 政客 草菅人命 逆 历史潮流 而动 终将 历史 得罪人 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"大学 禁止 湖北 学生 返校 一刀切 理解 一名 毕业生 无奈 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"湖北 终于 确认 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"湖北 购票 进京 解除 隔离 
",0 0 0 0 0 0 0 0 0 -0.03356260293022185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"终于 零 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"刚看 最新 招聘 信息 湖北 东北三省 招聘 信息 希望 湖北 清零 歧视 招聘 信息 早日 灰飞烟灭 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0.029321048451250394 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0.013383454984517366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"外省 湖北 购买 返京 火车票 身份证号 湖北 返京 一刀切 难道 歧视 解决 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"发来 贺电 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"越来越 加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"加油 噢 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"感恩 无悔 终于 等到 无恙 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"阻断 控制 新冠 肺炎 拼过 命 邱 副 院长 专家 团队 辛苦 
",0.16531866949539042 0 0.10867707337013345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.01629074526100835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"一群 在家 呆 两个 月 没得 新冠 参与 治疗 连医 没学过 讨论 一种 疗法 本身 一种 科学 态度 
",0.16531866949539042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.011653287670376806 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"敬佩 领域 专业人士 讨厌 嘴炮 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"回答 最想 干 提问 上班 令人感动 原以为 他会 陪伴 家人 好好 休息 英雄 抗疫 功臣 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02579440233261411 0 0 0 0 0 0 0 0 -0.01629074526100835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012651645108287184 0 0 0 0 0 0 0 0 0 
"致敬 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019074885531643028 0 0 0 -0.01629074526100835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"瘦 好多 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 接下来 好好 休息 休息 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.01629074526100835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请 祖国 放心 下床 困难 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请 祖国 放心 有钱 国内 旅游 国内 消费 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这年头 出国 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"切勿 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请 祖国 放心 下床 困难 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"平时 建议 切勿 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"不去 这辈子 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"出个 费劲 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"没人 想 国外 不得已 外面 疫情 防控 不行 暴乱 
",0 0.13540761705147766 0 0 0 0 0 0 0.035344310388709915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"切勿 建议 不去 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"谨慎 切勿 明白 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
